Image file: \\Gfs05\g45\SAXS\2020_12\HDF5\2020-12.10_Kevin_day2_SN\2020-12-10_Max_Cu123_SN_000017_data_000082.h5
ImageIntegration1d_chi_output; Output_Directory= \\Gfs05\g45\SAXS\2020_12\Processed\2020-12-09_Kevin_day1_SN\Chi-Sample-7
Profile = Radial, StartAzimuth = 0.0, EndAzimuth = 360.0, Sam_Det_distance = 250.818474293, InnerRadius = 15.0, OuterRadius = 2400.0, Lambda = 30, Ratio = 0.001, Itermax = 100
2400
2.0013229e+00	6.8470463e-02
2.0231319e+00	1.4747113e-02
2.0449408e+00	2.5131764e-02
2.0667497e+00	-1.7795211e-01
2.0885587e+00	-8.9182705e-03
2.1103676e+00	7.5038765e-02
2.1321765e+00	-1.2449387e-01
2.1539855e+00	1.1025708e-01
2.1757944e+00	-6.0838816e-02
2.1976034e+00	1.1397159e-01
2.2194123e+00	-4.4189285e-02
2.2412212e+00	5.0295124e-02
2.2630302e+00	1.8589876e-01
2.2848391e+00	1.8218984e-02
2.3066480e+00	3.3498668e-02
2.3284570e+00	-4.6290975e-02
2.3502659e+00	-1.1593092e-01
2.3720749e+00	-1.1106279e-01
2.3938838e+00	5.1716066e-02
2.4156927e+00	1.8732612e-01
2.4375017e+00	-7.9030085e-02
2.4593106e+00	7.0207654e-02
2.4811196e+00	3.4531667e-01
2.5029285e+00	1.7103146e-02
2.5247374e+00	-4.5530892e-02
2.5465464e+00	-5.1937954e-02
2.5683553e+00	-1.5376251e-02
2.5901642e+00	8.1925909e-02
2.6119732e+00	1.0348034e-01
2.6337821e+00	9.1101666e-02
2.6555911e+00	6.2782755e-02
2.6774000e+00	-1.1145619e-01
2.6992089e+00	-7.6774318e-02
2.7210179e+00	6.6673353e-02
2.7428268e+00	-5.8900266e-02
2.7646358e+00	-9.6447201e-02
2.7864447e+00	3.6928549e-02
2.8082536e+00	-1.2394234e-02
2.8300626e+00	-8.7342637e-02
2.8518715e+00	-2.8499983e-02
2.8736804e+00	9.2093666e-02
2.8954894e+00	9.9305775e-02
2.9172983e+00	1.7171067e-03
2.9391073e+00	-2.3259877e-02
2.9609162e+00	1.4517614e-01
2.9827251e+00	6.9213186e-03
3.0045341e+00	-1.3889822e-01
3.0263430e+00	-5.2516663e-02
3.0481519e+00	-1.7936266e-02
3.0699609e+00	-8.9460982e-03
3.0917698e+00	9.0132055e-03
3.1135788e+00	1.3515491e-01
3.1353877e+00	-2.6175679e-03
3.1571966e+00	9.1864959e-02
3.1790056e+00	1.7006480e-01
3.2008145e+00	-3.4461507e-02
3.2226235e+00	-1.9277852e-01
3.2444324e+00	8.6629470e-02
3.2662413e+00	2.5810111e-01
3.2880503e+00	-5.3528166e-02
3.3098592e+00	-1.7481129e-01
3.3316681e+00	1.9145737e-02
3.3534771e+00	1.6086922e-02
3.3752860e+00	1.3722999e-01
3.3970950e+00	2.3455883e-01
3.4189039e+00	-1.8401132e-02
3.4407128e+00	4.0753838e-02
3.4625218e+00	-8.2705968e-03
3.4843307e+00	-2.9672340e-03
3.5061396e+00	4.4242523e-02
3.5279486e+00	-4.7888950e-02
3.5497575e+00	9.3352107e-02
3.5715665e+00	2.2347368e-02
3.5933754e+00	-1.4054003e-01
3.6151843e+00	-5.7543365e-02
3.6369933e+00	-5.1522933e-03
3.6588022e+00	-1.9155675e-02
3.6806112e+00	3.7362167e-02
3.7024201e+00	1.1140698e-01
3.7242290e+00	2.4823828e-03
3.7460380e+00	1.7799072e-02
3.7678469e+00	-1.1768188e-01
3.7896558e+00	-7.3708017e-02
3.8114648e+00	5.9068759e-02
3.8332737e+00	8.2188264e-02
3.8550827e+00	4.9592111e-02
3.8768916e+00	-1.0199404e-01
3.8987005e+00	1.2878559e-01
3.9205095e+00	2.2259052e-01
3.9423184e+00	4.6587922e-02
3.9641273e+00	2.0053410e-02
3.9859363e+00	1.9394356e-03
4.0077452e+00	-1.3936295e-01
4.0295542e+00	-7.3262239e-02
4.0513631e+00	-4.8434534e-02
4.0731720e+00	2.0088911e-02
4.0949810e+00	-9.2509051e-02
4.1167899e+00	1.3749785e-01
4.1385989e+00	2.8211539e-01
4.1604078e+00	6.6073994e-02
4.1822167e+00	3.0375008e-02
4.2040257e+00	4.4334618e-02
4.2258346e+00	-1.5619493e-01
4.2476435e+00	3.0201998e-02
4.2694525e+00	5.3072501e-02
4.2912614e+00	4.8460458e-02
4.3130704e+00	4.4429216e-02
4.3348793e+00	-1.3689577e-03
4.3566882e+00	-6.6539504e-02
4.3784972e+00	-4.9041298e-02
4.4003061e+00	-6.8416494e-02
4.4221151e+00	-3.5373915e-02
4.4439240e+00	2.6519491e-01
4.4657329e+00	8.0356135e-02
4.4875419e+00	1.8966573e-01
4.5093508e+00	2.3329907e-01
4.5311597e+00	-9.7638258e-03
4.5529687e+00	7.7717230e-02
4.5747776e+00	-4.7507438e-02
4.5965866e+00	2.5287830e-02
4.6183955e+00	-6.4354113e-02
4.6402044e+00	-1.5774421e-01
4.6620134e+00	3.2565470e-02
4.6838223e+00	2.3935095e-01
4.7056312e+00	5.8750065e-02
4.7274402e+00	-5.8135430e-02
4.7492491e+00	-6.6749787e-02
4.7710581e+00	9.7274266e-02
4.7928670e+00	5.3362732e-02
4.8146759e+00	1.1004554e-01
4.8364849e+00	-3.2947290e-02
4.8582938e+00	3.3439197e-04
4.8801028e+00	2.9951516e-02
4.9019117e+00	-5.6447116e-02
4.9237206e+00	4.2382339e-02
4.9455296e+00	-3.5545032e-02
4.9673385e+00	-1.8442394e-01
4.9891474e+00	-3.6460707e-02
5.0109564e+00	1.7550979e-01
5.0327653e+00	-1.1095409e-02
5.0545743e+00	5.5578373e-02
5.0763832e+00	4.6023309e-02
5.0981921e+00	-2.3381758e-02
5.1200011e+00	-3.5724728e-02
5.1418100e+00	4.4247422e-02
5.1636189e+00	9.6200858e-03
5.1854279e+00	3.6150881e-02
5.2072368e+00	1.1521342e-01
5.2290458e+00	2.1203031e-02
5.2508547e+00	-1.1203820e-01
5.2726636e+00	-1.3320468e-01
5.2944726e+00	-4.0190293e-02
5.3162815e+00	4.3689185e-02
5.3380905e+00	4.5991226e-02
5.3598994e+00	4.3882772e-02
5.3817083e+00	-8.6455922e-02
5.4035173e+00	1.0306654e-01
5.4253262e+00	9.9365256e-02
5.4471351e+00	8.0716233e-02
5.4689441e+00	-1.0209826e-01
5.4907530e+00	-1.8531458e-01
